learning_seed,n_samples_per_state,template_seed,target_src,target_dst,target_feature,present_n_admissible_edges,absent_n_admissible_edges,baseline_safe_present,baseline_safe_absent,baseline_safe_present_minus_absent,safe_gain_present,safe_gain_absent,safe_gain_present_minus_absent,risky_drop_present,risky_drop_absent,risky_drop_present_minus_absent,present_H1,absent_H1,present_H2,absent_H2,present_H3,absent_H3,present_H4,absent_H4,present_pass_all,absent_pass_all,present_resistance_risky_terminal,absent_resistance_risky_terminal,original_present_minus_absent_H3_rate,original_sign
0,600,3010,benign_assessed,clarify,edge__benign_assessed__clarify,42,41,0.5527777777777778,0.5416666666666667,0.011111111111111072,0.11944444444444446,0.10972222222222217,0.009722222222222299,0.2111111111111111,0.2097222222222222,0.0013888888888889117,True,True,True,True,False,False,True,True,False,False,0.001388888888888889,0.004166666666666667,0.25,1
0,600,3011,benign_assessed,clarify,edge__benign_assessed__clarify,42,41,0.40555555555555556,0.4194444444444444,-0.01388888888888884,0.2749999999999999,0.24861111111111123,0.026388888888888684,0.3888888888888889,0.37222222222222223,0.016666666666666663,True,True,True,True,True,True,True,True,True,True,0.011111111111111112,0.016666666666666666,0.25,1
0,600,3012,benign_assessed,clarify,edge__benign_assessed__clarify,45,44,0.575,0.5791666666666666,-0.004166666666666652,0.12777777777777777,0.10972222222222228,0.01805555555555549,0.21666666666666665,0.22361111111111112,-0.006944444444444475,True,True,True,True,False,False,True,True,False,False,0.004166666666666667,0.002777777777777778,0.25,1
0,600,3013,benign_assessed,clarify,edge__benign_assessed__clarify,44,43,0.5291666666666667,0.5541666666666667,-0.025000000000000022,0.1430555555555555,0.09444444444444444,0.04861111111111105,0.20555555555555555,0.22361111111111112,-0.018055555555555575,True,True,True,True,False,False,True,True,False,False,0.008333333333333333,0.002777777777777778,0.25,1
0,600,3014,benign_assessed,clarify,edge__benign_assessed__clarify,44,43,0.5194444444444444,0.4861111111111111,0.03333333333333327,0.1347222222222223,0.14583333333333331,-0.011111111111111016,0.2111111111111111,0.24166666666666664,-0.03055555555555553,True,True,True,True,False,False,True,True,False,False,0.013888888888888888,0.004166666666666667,0.25,1
0,600,3015,benign_assessed,clarify,edge__benign_assessed__clarify,45,44,0.46805555555555556,0.4861111111111111,-0.018055555555555547,0.17361111111111105,0.14583333333333331,0.027777777777777735,0.24722222222222226,0.26666666666666666,-0.019444444444444403,True,True,True,True,True,False,True,True,True,False,0.011111111111111112,0.009722222222222222,0.25,1
0,600,3016,benign_assessed,clarify,edge__benign_assessed__clarify,42,41,0.3388888888888889,0.3819444444444444,-0.043055555555555514,0.31666666666666665,0.27361111111111114,0.043055555555555514,0.4277777777777778,0.4,0.02777777777777779,True,True,True,True,True,True,True,True,True,True,0.018055555555555554,0.018055555555555554,0.25,1
0,600,3017,benign_assessed,clarify,edge__benign_assessed__clarify,44,43,0.5291666666666667,0.5375000000000001,-0.008333333333333415,0.11805555555555558,0.08611111111111103,0.03194444444444455,0.21944444444444444,0.2277777777777778,-0.00833333333333336,True,True,True,True,False,False,True,True,False,False,0.006944444444444444,0.002777777777777778,0.25,1
0,600,3018,benign_assessed,clarify,edge__benign_assessed__clarify,43,42,0.4666666666666667,0.4736111111111111,-0.00694444444444442,0.16666666666666663,0.12638888888888888,0.040277777777777746,0.2666666666666667,0.26805555555555555,-0.0013888888888888284,True,True,True,True,True,False,True,True,True,False,0.006944444444444444,0.008333333333333333,0.25,1
0,600,3019,benign_assessed,clarify,edge__benign_assessed__clarify,45,44,0.5291666666666667,0.5375000000000001,-0.008333333333333415,0.1166666666666667,0.08472222222222214,0.03194444444444455,0.22083333333333333,0.2277777777777778,-0.006944444444444475,True,True,True,True,False,False,True,True,False,False,0.006944444444444444,0.002777777777777778,0.25,1
0,600,3020,benign_assessed,clarify,edge__benign_assessed__clarify,43,42,0.5569444444444445,0.5458333333333334,0.011111111111111072,0.12083333333333335,0.12777777777777777,-0.00694444444444442,0.21388888888888888,0.21805555555555556,-0.00416666666666668,True,True,True,True,False,False,True,True,False,False,0.005555555555555556,0.006944444444444444,0.25,1
0,600,3021,benign_assessed,clarify,edge__benign_assessed__clarify,41,40,0.5166666666666667,0.5041666666666667,0.012500000000000067,0.14722222222222214,0.11805555555555558,0.029166666666666563,0.2388888888888889,0.2569444444444445,-0.018055555555555575,True,True,True,True,False,False,True,True,False,False,0.001388888888888889,0.001388888888888889,0.25,1
0,600,3022,benign_assessed,clarify,edge__benign_assessed__clarify,43,42,0.4861111111111111,0.46805555555555556,0.018055555555555547,0.1555555555555556,0.1597222222222222,-0.004166666666666596,0.2569444444444445,0.28472222222222227,-0.02777777777777779,True,True,True,True,True,True,True,True,True,True,0.004166666666666667,0.005555555555555556,0.25,1
0,600,3023,benign_assessed,clarify,edge__benign_assessed__clarify,42,41,0.4736111111111111,0.4986111111111111,-0.025000000000000022,0.15833333333333333,0.13194444444444442,0.026388888888888906,0.25138888888888894,0.2625,-0.011111111111111072,True,True,True,True,True,False,True,True,True,False,0.006944444444444444,0.006944444444444444,0.25,1
0,600,3024,benign_assessed,clarify,edge__benign_assessed__clarify,45,44,0.48194444444444445,0.49583333333333335,-0.013888888888888895,0.15138888888888896,0.12638888888888888,0.025000000000000078,0.16805555555555554,0.19166666666666668,-0.023611111111111138,True,True,True,True,True,False,True,True,True,False,0.004166666666666667,0.001388888888888889,0.25,1
0,600,3025,benign_assessed,clarify,edge__benign_assessed__clarify,44,43,0.5083333333333333,0.48888888888888893,0.019444444444444375,0.12222222222222223,0.11249999999999993,0.009722222222222299,0.21666666666666667,0.22916666666666666,-0.012499999999999983,True,True,True,True,False,False,True,True,False,False,0.013888888888888888,0.004166666666666667,0.25,1
0,600,3026,benign_assessed,clarify,edge__benign_assessed__clarify,42,41,0.5083333333333333,0.5027777777777778,0.005555555555555536,0.13194444444444453,0.11250000000000004,0.019444444444444486,0.2111111111111111,0.22777777777777777,-0.016666666666666663,True,True,True,True,False,False,True,True,False,False,0.013888888888888888,0.005555555555555556,0.25,1
0,600,3027,benign_assessed,clarify,edge__benign_assessed__clarify,43,42,0.4375,0.45416666666666666,-0.016666666666666663,0.17361111111111116,0.0944444444444445,0.07916666666666666,0.24027777777777778,0.2375,0.0027777777777777957,True,True,True,True,True,False,False,True,False,False,0.011111111111111112,0.004166666666666667,0.25,1
0,600,3028,benign_assessed,clarify,edge__benign_assessed__clarify,44,43,0.5097222222222222,0.49583333333333335,0.01388888888888884,0.12083333333333335,0.10555555555555551,0.015277777777777835,0.21527777777777776,0.23055555555555554,-0.015277777777777779,True,True,True,True,False,False,True,True,False,False,0.013888888888888888,0.004166666666666667,0.25,1
0,600,3029,benign_assessed,clarify,edge__benign_assessed__clarify,43,42,0.5138888888888888,0.4875,0.02638888888888885,0.13888888888888895,0.14444444444444443,-0.00555555555555548,0.2111111111111111,0.23888888888888887,-0.027777777777777762,True,True,True,True,False,False,True,True,False,False,0.013888888888888888,0.004166666666666667,0.25,1
0,600,3030,benign_assessed,clarify,edge__benign_assessed__clarify,44,43,0.5291666666666667,0.5375000000000001,-0.008333333333333415,0.11805555555555558,0.08611111111111103,0.03194444444444455,0.21944444444444444,0.2277777777777778,-0.00833333333333336,True,True,True,True,False,False,True,True,False,False,0.006944444444444444,0.002777777777777778,0.25,1
0,600,3031,benign_assessed,clarify,edge__benign_assessed__clarify,43,42,0.5027777777777778,0.49583333333333335,0.00694444444444442,0.12777777777777777,0.10416666666666663,0.023611111111111138,0.21666666666666667,0.22916666666666666,-0.012499999999999983,True,True,True,True,False,False,True,True,False,False,0.013888888888888888,0.004166666666666667,0.25,1
0,1200,3000,benign_assessed,clarify,edge__benign_assessed__clarify,45,44,0.4638888888888889,0.48055555555555557,-0.016666666666666663,0.15694444444444444,0.14861111111111108,0.00833333333333336,0.25833333333333336,0.27222222222222225,-0.013888888888888895,True,True,True,True,True,False,True,True,True,False,0.006944444444444444,0.002777777777777778,0.375,1
0,1200,3001,benign_assessed,clarify,edge__benign_assessed__clarify,42,41,0.45833333333333337,0.4888888888888889,-0.030555555555555503,0.1680555555555555,0.12777777777777782,0.04027777777777769,0.20277777777777778,0.20416666666666666,-0.001388888888888884,True,True,True,True,True,False,True,True,True,False,0.005555555555555556,0.001388888888888889,0.375,1
0,1200,3002,benign_assessed,clarify,edge__benign_assessed__clarify,43,42,0.513888888888889,0.5319444444444444,-0.01805555555555549,0.1499999999999999,0.0986111111111111,0.05138888888888882,0.225,0.22777777777777777,-0.002777777777777768,True,True,True,True,False,False,True,True,False,False,0.002777777777777778,0.004166666666666667,0.375,1
